Date,User,Tweet,Polarity,Preprocessed_Tweet
2023-03-30 15:42:32+00:00,planetenette,Le réchauffement climatique est un énorme fraude !,-1.0,réchauffement climatique énorme fraude
2023-03-30 15:39:52+00:00,FreexitisNOW,"@AParison10 Je suis à sec. La température monte, l'évaporation...
Le réchauffement climatique est bien là ! 😱",1.0,"sec température mont évaporation 
  réchauffement climatique bien là    "
2023-03-30 15:34:40+00:00,FaridaBkg01,"Le secteur de la gestion des déchets est le troisième plus grand émetteur de méthane, contribuant de manière significative au réchauffement climatique à court terme.
Source : PNUE
D'où l'importance de multiplier les actions 
#ZeroWasteDay 
#BeatWastePollution https://t.co/JhLFWpCiPq",1.0,"secteur gestion déchet troisième plus grand émetteur méthan contribuer manière significatif réchauffement climatique court terme 
  source     pnue 
  où importance multiplier action 
   zerowasteday 
   beatwastepollution"
2023-03-30 15:30:00+00:00,Montagnemnt,"💧 Le chef de l'État s'est rendu dans les Hautes-Alpes ce jeudi pour présenter un plan très attendu destiné à améliorer la gestion de l'eau, ressource menacée par le réchauffement climatique. Voici ce qu'il faut en retenir ⤵ https://t.co/CS2gT7yw7O",1.0,    chef état rendre haute alpe jeudi présenter plan très attendre destiner améliorer gestion eau ressource menacer réchauffement climatique voici falloir retenir   
2023-03-30 15:22:28+00:00,Huguette_Tiegna,"#PlanEau : le Président @EmmanuelMacron a présenté un plan ambitieux pour améliorer la gestion de l’eau, ressource menacée (sécheresse, réchauffement climatique).
Je salue notamment les aides pour les communes du #Lot
@ChristopheBechu @PascaleBoyerEM @JoelGiraud05 @DeputesRE",1.0,"planeau     président présenter plan ambitieux améliorer gestion eau ressource menacer sécheresse réchauffement climatique 
  saluer notamment aide commune lot 
   "
2023-03-30 15:20:33+00:00,benoitm_mtl,"De reFROIDISSEMENT à réCHAUFFEMENT climatique, c'est devenu «changement climatique». C'est politique, c'est pour vous effrayer.

Aujourd'hui la PANDÉMIE 👉 CONTRÔLER les gens

▶️passeports 💉, restriction des déplacements, monnaie numérique, banque centrale, crédit social https://t.co/5ptEDkkgrH",-1.0,"refroidissemer réchauffement climatique devenu changement climatique politique effrayer 

  aujourd hui pandémie     contrôler gen 

   passeport     restriction déplacement monnaie numérique banqu central crédit social"
2023-03-30 15:19:31+00:00,jpcatz9278,"@RoyalCanin vous avez pété un câble sur vos prix ça se passe comment ?! 52€ pour un paquet de croquettes chat de 4kg ! C'est quoi, l'Ukraine, l'électricité ou le réchauffement climatique ? Shame on you. (France)",-1.0,péter câbl prix cela passer comment        paquet croquette chat kilogramme     quoi ukraine électricité réchauffement climatique     shame you     france
2023-03-30 15:17:03+00:00,JeromeOLLIER,"Actus Mer/Sea News:  Réchauffement climatique : la fonte de l'Antarctique impacterait les océans ""pendant des siècles"" selon une étude - @AFP via @20minutesplanet https://t.co/wUU1Oev4On https://t.co/LmhJtw7gZu",1.0,actu mer sea news     réchauffement climatique     fonte antarctique impacter océan pendant siècle selon étude      via   
2023-03-30 15:09:43+00:00,Huxlaw,@LaTacfi @PenelopeB Une pensée aussi pour les collectifs de femmes ingénieures et techniciennes qui travaillent dans le nucléaire et contribuent à produire une énergie décarbonée à l'heure du réchauffement climatique ?,1.0,    penser aussi collectif femme ingénieure technicienne travailler nucléaire contribuer produire énergie décarboner heure réchauffement climatique
2023-03-30 15:00:54+00:00,SZinguer,"@BouchetDamien2 @BPartisans Nous courons un risque évidemment, imaginons le jour où l’IA se poserait la question de savoir comment résoudre les effets néfastes du réchauffement climatique ?
Elle trouvera facilement la réponse en ce sens que l’homme est le principal responsable de ce dérèglement climatique",1.0,"    couron risque évidemment imaginon jour où ia poser question savoir comment résoudre effet néfaste réchauffement climatique  
  trouver facilement réponse sen homm principal responsable dérèglement climatique"
2023-03-30 14:52:24+00:00,cdric046209401,@BFMTV Les efforts devraient déjà commencer à ne pas se déplacer en hélicoptère pour parler des effets sur l'eau dans le réchauffement climatique ...,1.0,effort devoir déjà commencer déplacer hélicoptère parler effet eau réchauffement climatique
2023-03-30 14:41:50+00:00,BassBasset,"@MachinaSosa @Ric35855510 @fmomboisse Par contre, le GIEC prévoit bien un réchauffement climatique et des sécheresses plus importantes, y compris des sécheresses hivernales.",1.0,     contre giec prévoit bien réchauffement climatique sécheresse plus important compris sécheresse hivernal
2023-03-30 14:36:52+00:00,AlbertRalebol,"@Malaesti @MaryMbois Arnaque après cocovid réchauffement climatique pour bien angoisser les peuples 
faut leur expliquer le cycle de l’eau , 
évaporation, 🌤️🍆
concentration nuageuse 🌩️
et attraction terrestre, 
miracle il pleut ☔️☔️☔️☔️☔️☔️☔️",-1.0,"    arnaque après cocovid réchauffement climatique bien angoisser peuple 
  falloir expliquer cycle eau   
  évaporation   
  concentration nuageux  
  attraction terrestre  
  miracle pleuvoir"
2023-03-30 14:29:24+00:00,AlbertRalebol,"@Bruno_Attal_ Après cocovid, réchauffement climatique bidon, Encore une nouvelle arnaque, le cycle de l’eau connaissent pas ces débiles 
Elle part pas dans l’espace",-1.0,"après cocovid réchauffement climatique bidon encore nouveau arnaque cycle eau connaissent débile 
  part espace"
2023-03-30 14:22:55+00:00,Myocleo,@AEffondrement La biodiversité n'a pas besoin du réchauffement climatique pour être en péril... et la perte du vivant m'inquiète plus que le réchauffement climatique,-1.0,biodiversité besoin réchauffement climatique être péril perte vivant inquiet plus réchauffement climatique
2023-03-30 14:22:20+00:00,alphwa7,@Farore9301 Ça a pas l’air si horrible que ça le réchauffement climatique alors,-1.0,cela air si horrible cela réchauffement climatique alors
2023-03-30 14:21:43+00:00,GUILLEMOTOLIV,"Après la grippe H1N1, le terrorisme, le,la, covid, la guerre en Ukraine, le col roulé et l électricité, le réchauffement climatique, vla le nouveau truc pour faire peur, le rationnement de l' eau. Le pouvoir par la peur comme l' explique très bien Lucien Cerise, va continuer.",-1.0,après grippe     terrorisme covid guerre ukrain col rouler électricité réchauffement climatique vla nouveau truc faire peur rationnemer eau pouvoir peur comme expliquer très bien lucien cerise aller continuer
2023-03-30 14:16:28+00:00,MrCacolac,"Il n’y a pas de coïncidence, juste des conséquences directes du réchauffement climatique",1.0,coïncidence juste conséquence directer réchauffement climatique
2023-03-30 14:16:08+00:00,eros1733,"@DidierMaisto La France, pays numéro 1 sur les pénuries et le rationnement... L'arnaque du réchauffement climatique. Comme, on le sait tous..Bon pour le crédit social, pour qu'une caste se maintienne toujours dans l'abondance et le pouvoir. On peut en faire avaler des couleuvres aux français.",-1.0,france pay numéro     pénurie rationnement arnaqu réchauffement climatique comme savoir tout bon crédit social caste maintenir toujours abondance pouvoir pouvoir faire avaler couleuvre français
2023-03-30 14:13:30+00:00,genest_paule,@ThomasGerbet Le réchauffement climatique est un mythe bien engraissé par les médias de masse.,-1.0,réchauffement climatique mythe bien engraisser média masser
2023-03-30 14:09:42+00:00,AntonioPuccine2,"Avec Macron on aura eu : 
- Le réchauffement climatique
- Covid 
- Sobriété énergétique
- inflation comme on n'avait jamais vu 
- un plan immigration
Et maintenant "" un Ecowatt  de l'eau"" .
C'est quoi son plan ?",-1.0,"macron   
    réchauffement climatique 
    covid 
    sobriéter énergétique 
    inflation comme jamais voir 
    plan immigration 
  maintenant     ecowatt eau   
  quoi plan"
2023-03-30 14:09:36+00:00,Kagezion_V2,Les gars faut arrêter le réchauffement climatique commence à y avoir plus de baleines sur terre que dans la mer...,1.0,gar falloir arrêter réchauffement climatique commence avoir plus baleine terrer mer
2023-03-30 14:09:30+00:00,ZZZoum6,"Macron : ""on va engraisser les grosse compagnie de distribution d'#eau"". 

McKinsey : ""dites plutôt ""sobriété, réchauffement climatique, toussa toussa, ecowatt de l'eau"".

⬆️ L'arnaque de l'escrologie pour toujours plus taxer les gueux. 

#SavinesLeLac #MacronNousPrendPourDesCons",-1.0,"macron      aller engraisser gros compagnie distribution eau  

  mckinsey      dire plutôt sobriété réchauffement climatique tousser tousser ecowatt eau 

    arnaque escrologie toujours plus taxer gueux  

   savineslelac macronnousprendpourdescon"
2023-03-30 14:03:34+00:00,F02367345,"@BOROWSKIMIKE Propagande du réchauffement climatique, il récite la poésie de Schwab!",-1.0,propagand réchauffement climatique récite poési schwab
2023-03-30 13:48:53+00:00,jassogne,"Belgique -- Le réchauffement climatique et la sécheresse, ces autres arnaques ! 

#FreeLumumba         #begov https://t.co/LmpuGO37TP",-1.0,"belgiqu     réchauffement climatique sécheresse autre arnaque   

   freelumumba            begov"
2023-03-30 13:43:07+00:00,PascaleStOnge_,"On continue la lutte contre le réchauffement climatique.  Avec notre #Budget2023, on propose un plan économique vert pour nos travailleurs, PMEs et grandes entreprises.
En investissant dans les énergies propres, on positionne le Canada comme chef de file mondial pour l'avenir.♻️ https://t.co/o23c8zbQGs",1.0,"continuer lutte contre réchauffement climatique     budget     proposer plan économique vert travailleur pmes grand entreprise 
  investir énergie propre positionne canader comme chef fil mondial avenir"
2023-03-30 13:38:08+00:00,pyvert1,"@f_philippot On en peut plus de celui-là c’est pas possible le Covid , la guerre en Ukraine, le manque d’eau le réchauffement climatique c’est  pas possible il va nous rendre complètement dingue ce type !! Toujours et encore faire peur 😨",-1.0,pouvoir plus celui là possible covid     guerre ukrain manque eau réchauffement climatique possible aller rendre complètement dingue typ     toujours encore faire peur
2023-03-30 13:36:46+00:00,solsol36451159,"@FranckTry @f_philippot Les prédictions du Giec sont fausses depuis 30 ans.
Ils ont d'ailleurs passé de "" rechauffement"" à "" changement climatique""",-1.0,"    prédiction giec faux depuis     an 
  ailleurs passer     rechauffemer     changement climatique"
2023-03-30 13:32:52+00:00,M_D_Dragon430,"https://t.co/n0u8Pr358C
Dans un parallèle, ça c'est clair
Il ne faut pas s'adapter, il faut changer drastiquement nos consommations d'eau
Parce que si avec le réchauffement climatique, on a 4 degré en plus
On est tous mort
Surtout qu'on l'a vu avec la sécheresse de l'année",1.0,"
  parallèle cela clair 
  falloir adapter falloir changer drastiquemer consommation eau 
  parce si réchauffement climatique     degré plus 
  tout mort 
  surtout voir sécheresse année"
2023-03-30 13:22:12+00:00,QuotaClimat,"Pas une seule fois les termes de ""réchauffement climatique"" ou ""sécheresse"" ne sont employés. ⤵️",1.0,seul fois terme réchauffement climatique sécheresse employer   
2023-03-30 13:15:07+00:00,CosmosCapitaine,"@ThomasGerbet Oui comme la neige ne sera qu'un souvenir en l'an 2000. Tu va faire rire de toi. C'est fini depuis 20 ans le réchauffement climatique, on dit changement climatique car a chaque jours ca change. Après 40 de prédictions fausse. Vous êtes moins crédible que Jojo Savard",-1.0,oui comme neige souvenir an      aller faire rire finir depuis     an réchauffement climatique dire changement climatique car chaque jour ca change après     prédiction faux moins crédible jojo savard
2023-03-30 13:10:26+00:00,idrissa1989,"@a_letournesol @fiordiligi76 @SarahSaldmann @kevinbossuet Sécheresse, pénurie d’eau, réchauffement climatique…. La planète n’a pas attendu l’homme ou les écolos bobo pour ce sauver elle même. Pourquoi toujours regarder ce qu’il ce passe chez le voisin. Si quelqu’un a les moyens de rouler en Porsche Cayenne Essence ou est le problème ?",-1.0,      sécheresse pénurie eau réchauffement climatique planète attendre homme écolo bobo sauver pourquoi toujours regarder passer chez voisin si quelqu moyen rouler porsch cayenn essence problèm
2023-03-30 13:09:12+00:00,allowin08,"@JeanMessiha A cause du réchauffement climatique. Chez nous c'est la sécheresse et c'est déjà très difficile, mais plus au sud, plus rien ne pousse, c'est la Famine! https://t.co/WikzTZQfhU",1.0,cause réchauffement climatique chez sécheresse déjà très difficile plus sud plus rien pouss famine
2023-03-30 13:07:11+00:00,rynex20,"Le COVID marche plus ils utilisent l eau et le réchauffement climatique maintenant 
C était le plan de Davos",-1.0,"covid march plus utiliser eau réchauffement climatique maintenant 
  plan davo"
2023-03-30 12:57:25+00:00,ParisMatch,Emmanuel Macron a annoncé jeudi un plan d'investissement pour adapter au réchauffement climatique les centrales nucléaires. https://t.co/Wc5RVoE9SJ,1.0,emmanuel macron annoncer jeudi plan investissement adapter réchauffement climatique central nucléaire
2023-03-30 12:49:18+00:00,ch_rouillon,🌱 À la conférence des Maires contre le réchauffement climatique : l’Europe ne réussira pas à réduire ses émissions de CO2 sans le relais des municipalités d’Europe 🌍 #eugreandeal @frans__timmermans @coulaines @PES_CoR https://t.co/6fjLwPMQYE,1.0,    conférence maire contre réchauffement climatique     europe réussir réduire émission co sans relais municipalité europe      eugreandeal    
2023-03-30 12:48:30+00:00,LSamyDsesMorts,@Mediavenir Purée mais je vais déménager là bas nique le réchauffement climatique,-1.0,purer vai déménager là bas niqu réchauffement climatique
2023-03-30 12:46:50+00:00,ZaraA,Rappelons que les pluies du printemps sont un indice de plus de la sécheresse provoqué par cet hiver froid du réchauffement climatique.,1.0,rappelon pluie printemp indic plus sécheresse provoquer ce hiver froid réchauffement climatique
2023-03-30 12:44:07+00:00,PatrickCoquelin,"Ce @gouvernementFR défendant le principe des mégas bassines pompants dans les nappes phréatiques😡🤢, ajouté au réchauffement climatique, forcément, l'eau sera bientôt TRÈS TRÈS CHÈRE 🤡",-1.0,défendre principe méga bassine pompant nappe phréatique ajouté réchauffement climatique forcément eau bientôt très très cher
2023-03-30 12:40:42+00:00,SolvoCollectif,des plantes et garde la fraîcheur. Il permet de produire des légumes variés avec un très faible apport en eau. Ce modèle qui nécessite tout de même beaucoup de main d'œuvre apporte l’espoir d’une agriculture vivrière locale adaptée aux évolutions du réchauffement climatique.,1.0,plante garde fraîcheur permettre produire légume varier très faible apport eau modèle nécessiter tout beaucoup main œuvre apporter espoir agriculture vivrière local adaptée évolution réchauffement climatique
2023-03-30 12:40:07+00:00,visionovh,Une résolution de l'ONU demande à la Cour internationale de Justice d'intervenir dans la lutte contre le réchauffement climatique   https://t.co/MRJKleNNwz,1.0,résolution onu demande cour international justice intervenir lutte contre réchauffement climatique   
2023-03-30 12:39:57+00:00,elTiLess,"@RadioCanadaInfo Aye Radio Canada, même moi je fais du réchauffement climatique... j'ai parti le poêle à bois à matin.😀😀😀",-1.0,aye radio canada fai réchauffement climatique partir poêle boi matin
2023-03-30 12:38:27+00:00,morninglakegene,@FakamionKamion @madiata Non il faut protéger la forêt vierge tropicale pour sauver la Terre du réchauffement climatique mondial.,1.0,    non falloir protéger forêt vierge tropical sauver terre réchauffement climatique mondial
2023-03-30 12:37:30+00:00,bdbdbdmoi,"💥💥Le réchauffement climatique est une escroquerie!!!💥💥
LA PREUVE !!!
A dérouler.",-1.0,"réchauffement climatique escroquerie 
  preuve  
  dérouler"
2023-03-30 12:37:19+00:00,LauraCassimi,"@BFMTV De ce point de vu là parce que l'eau c'est précieux, avec le réchauffement climatique c'est déjà la merde. Alors si on est obligé d'en arriver à de tels extrêmes pour éviter la surconsommation faudrait peut-être se pencher sur nos méthodes de consommation de l'eau.",-1.0,point voir là parce eau précieux réchauffement climatique déjà merd alors si obligé arriver tel extrême éviter surconsommation falloir pouvoir être pencher méthode consommation eau
2023-03-30 12:37:07+00:00,Boss_PFARC,"@FvcK1slqm @MFolkrom @MacLesggy Ils sont en réalité des refroidistes, et très orientés sur les aspects financiers. Nous sommes favorable au réchauffement climatique. Toute personne qui lutte contre le réchauffement est un ennemi du monde vivant.",-1.0,     réalité refroidiste très orienter aspect financier favorable réchauffement climatique tout personne lutt contre réchauffement ennemi monde vivre
2023-03-30 12:30:53+00:00,Luffy4949,@BFMTV Il est aux gardes à vous du plan mondial du réchauffement climatique tout est bon pour escroquer les humains,-1.0,garde plan mondial réchauffement climatique tout bon escroquer humain
2023-03-30 12:29:03+00:00,peronnepatrick2,"""Le monde doit se préparer à une « crise de l’eau douce », selon les Nations unies
Augmentation des prélèvements, réchauffement climatique et pollution mettent à mal la ressource. Les pénuries vont se multiplier et créer de plus en plus de tensions.""
Publié le 22 mars 2023",1.0,"monde devoir préparer     crise eau doux     selon nation unir 
  augmentation prélèvement réchauffement climatique pollution mettre mal ressource pénurie aller multiplier créer plus plus tension 
  publier     mars"
2023-03-30 12:27:10+00:00,awake_rabbit,@Europhobe Le réchauffement climatique c'est que pour les gueux,-1.0,réchauffement climatique gueux
2023-03-30 12:26:56+00:00,Veralucide,@ibalkany Encore pour nous faire raquer !... Même connerie que pour  le réchauffement climatique... Nous imposer des restrictions et contraintes financières ! Frexit et vite !,-1.0,encore faire raquer     connerie réchauffement climatique imposer restriction contraindre financier     frexit vite
2023-03-30 12:24:51+00:00,ShadeFrost,@NILES_1987 C'est ça que ça fait le réchauffement climatique lol,-1.0,cela cela faire réchauffement climatique lol
2023-03-30 12:23:19+00:00,Patspecial3,@GillesBrien puis Ti-Gilles. Comment va ton réchauffement climatique à matin ? #Arnaquedusiècle,-1.0,pouvoir ti gille comment aller réchauffement climatique matin      arnaquedusiècle
2023-03-30 12:19:12+00:00,trevis94000,@IamYzakat @BFMTV Lance flammes ? Ah non réchauffement climatique... encore raté.,-1.0,    lance flamme     ah non réchauffement climatique encore rater
2023-03-30 12:14:56+00:00,Namanite,"@ChemicalBite @RoseDeBerne Mouahahah !

Pardon, si on se base sur la #GIEC, c'est sur que c'est vrai alors !
Merci, je suis dans l'erreur depuis trop longtemps, merci de m'avoir ouvert les yeux !
Je ne dirai plus que le réchauffement climatique est une instrumentalisation !",1.0,"    mouahahah  

  pardon si base giec vrai alors  
  merci erreur depuis trop longtemps merci avoir ouvrir oeil  
  dirai plus réchauffement climatique instrumentalisation"
2023-03-30 12:08:09+00:00,christi13253469,@franceinfo Même en 1900 il y’avait déjà des problèmes de sécheresse pas d’industrie pas de réchauffement climatique pourtant https://t.co/a7RMfUdnH8,1.0,    déjà problème sécheresse industrie réchauffement climatique pourtant
2023-03-30 12:04:53+00:00,AlainBe75028392,"@vakitamedia La construction de cette autoroute A69 est un message clair. La voiture ne sera pas arrêtée en 2035.
En tout cas le gouvernement fait comme si il n'y avait pas de réchauffement climatique en cours!
Il s'obstine dans sa course pour le fric! Scandaleux!",1.0,"construction ce autoroute message clair voiture arrêter   
  tout cas gouvernement faire comme si réchauffement climatique cours 
  obstin course fric scandaleux"
2023-03-30 11:51:05+00:00,Jeffbugs,Et en cette période de réchauffement climatique un excellent bilan carbone 👍,1.0,ce période réchauffement climatique excellent bilan carbon
2023-03-30 11:33:47+00:00,4everYom,"@SudRadio @andrebercoff Donc, le GIEC est pro-immigration et ethnomondialiste.
Ce sont donc avant tout des militants, leur rapport sur le réchauffement climatique est donc orienté en ce sens.
Alarmiste pour forcer les migrations de population.
Une escroquerie en somme.",-1.0,"    donc giec pro immigration ethnomondialiste 
  donc avant tout militant rapport réchauffement climatique donc orienté sentir 
  alarmiste forcer migration population 
  escroquerie somme"
2023-03-30 11:24:36+00:00,6ixnewsfr,"TECH 📱 - Face au réchauffement climatique et aux recherches sur les vagues de chaleur, #Google a annoncé la mise en place d’une nouvelle fonction plus complète pour alerter et accompagner en cas de « chaleur extrême » (Numerama)",1.0,tech       face réchauffement climatique recherche vague chaleur     google annoncer mise place nouveau fonction plus complet alerter accompagner cas     chaleur extrême       numerama
2023-03-30 11:16:45+00:00,Moi57918280,@ValOccidentales Les athées sont pires ils sont pro LGBT ont peur du Covid croient au réchauffement climatique et veulent des drag queen dans les écoles et ne sont pas capables de se reproduire,-1.0,ather pire pro lgbt peur covid croire réchauffement climatique vouloir drag queen école capable reproduir
2023-03-30 11:16:22+00:00,DavidOghia,Pour moi c’est de réchauffement climatique sans aucune hésitation… car c’est un allé simple pour l’enfer sur terre.,1.0,réchauffement climatique sans aucun hésitation car aller simple enfer terre
2023-03-30 11:13:34+00:00,SalvatoreRen,"@linar_jo Plan eau. Encore une débilité pseudo écolo. Sécheresse, réchauffement climatique selon les experts, les vrais, cela est faux tout est politique. Marre de ces charlots au gouvernement.",-1.0,plan eau encore débilité pseudo écolo sécheresse réchauffement climatique selon expert vrai celer faux tout politique marre charlot gouvernement
2023-03-30 11:11:01+00:00,ambre_015,"La sécheresse, le réchauffement climatique c’est comme le Covid ça n’existe que dans la tête des dirigeants à la solde des mondialistes.
L’Asservissement des peuples est leur objectif, leur projettttt !",-1.0,"sécheresse réchauffement climatique comme covid cela exister têt dirigeant sold mondialiste 
  asservissemer peuple objectif projettttt"
2023-03-30 11:10:48+00:00,lobs,"🚰 En France, on se bat désormais pour l’eau. Cette ressource, qui nous paraissait autrefois si abondante, est devenue cruciale en raison du réchauffement climatique.

📆 Venez assister le 13 avril à notre après-midi @lobs2049 consacrée à l'eau 👉 https://t.co/pKUTfMrbgq https://t.co/esxHoAgFra",1.0,"    france battre désormais eau ce ressource paraître autrefoi si abondant devenir crucial raison réchauffement climatique 

    venir assister     avril après midi consacrer eau    "
2023-03-30 11:04:01+00:00,YannBertin6,"On aura plus d'eau, mais avec le réchauffement climatique la montée du niveau de l'eau va nous submerger.",1.0,plus eau réchauffement climatique monter niveau eau aller submerger
2023-03-30 10:41:20+00:00,stephkbf,Les bactéries « mangeuses de chair » pourraient envahir toute la côte est des États-Unis avec le réchauffement climatique https://t.co/0XVM4RtCyh,1.0,bactérie     mangeur chair     pouvoir envahir tout côte état uni réchauffement climatique
2023-03-30 10:34:38+00:00,LouidKTZ,"@Ulysse_Rives @SarahSaldmann @kevinbossuet Ah oui, c'est vrai que les bains de madame Saldmann sont à l'origine du réchauffement climatique. Et sûrement pas la Chine qui émet 4 fois PLUS de CO2 que TOUTE l'Europe.

Du cinéma, c'est tout ce que vous faites.",-1.0,"     ah oui vrai bain monsieur saldmann origine réchauffement climatique sûrement chin émettre     fois plus co tout europe 

  cinémer tout fait"
2023-03-30 10:33:42+00:00,luisadasilvaal2,@Theydoronrons @kevinbossuet @GGMO_i24 @BPetrover La polémique du Qatar n’es pas la même faut pas tout confondre le Qatar c’était à cause du réchauffement de la planète alors rien à voir faut pas dire que le réchauffement climatique est politique,1.0,      polémique qatar falloir tout confondre qatar cause réchauffement planète alors rien voir falloir dire réchauffement climatique politique
2023-03-30 10:15:41+00:00,Barouwhyte,"@EPLF_fr Sachez que le GIEC se sont que des technocrates qui bossent aux services de l'oligarchie!
Il n'y a pas de grands experts scientifiques, et ceux qui vont partie de ce système ont des conflits d'intérêt!
Le réchauffement climatique est une fumisterie depuis plus de 20 ans !!!",-1.0,"savoir giec technocrate bossent service oligarchi 
  grand expert scientifique celui aller partie systèm conflit intérêt 
  réchauffement climatique fumisterie depuis plus     an"
2023-03-30 10:11:10+00:00,corsican20,"@RickDec42193833 Le réchauffement  climatique a rejoint le fameux  sentiment insulaire ....
Je vous laisse analyser !
😉😉😉😉😉",-1.0,"réchauffement climatique rejoindre fameux sentiment insulaire  
  laisse analyser  
 "
2023-03-30 10:05:48+00:00,VirginieBarbir1,"@jmyremets Du coup on ne fabrique plus de batterie électrique, il faut économiser l'eau de la fonte des glaces du réchauffement climatique qui fait baisser le niveau de la mer... 🤡😜",1.0,coup fabrique plus batterie électrique falloir économiser eau font glace réchauffement climatique faire baisser niveau mer   
2023-03-30 10:02:24+00:00,TabarakaBio,"L'objectif est de pouvoir converger vers la conception responsable des outils électriques et l'utilisation écoresponsable du numérique.

 Notre panel s'est accroché sur la problématique des DEEE au Bénin, leurs implications dans l'accélération du réchauffement climatique et https://t.co/L5DN1k0NEB",1.0,"objectif pouvoir converger vers conception responsable outil électrique utilisation écoresponsabl numérique 

   panel accrocher problématique deee bénin leur implication accélération réchauffement climatique"
2023-03-30 10:01:32+00:00,485C,Arriver en hélicoptère pour parler des conséquences du réchauffement climatique 👍,1.0,arriver hélicoptère parler conséquence réchauffement climatique
2023-03-30 10:00:38+00:00,RACFrance,"Ce matin, le Parlement européen et les États ont fixé l’objectif d’atteindre 42,5% d’EnR dans le mix énergétique de l’UE pour 2030. 

C’est insuffisant pour maintenir le réchauffement climatique en dessous de 1,5°C qui nécessite un objectif de 50%.

https://t.co/1X6qT6oXXm",1.0,"matin parlement européen état fixé objectif atteindre        enr mix énergétique ue    

  insuffiser maintenir réchauffement climatique dessous       nécessiter objectif   

"
2023-03-30 10:00:22+00:00,interclima,"🌍 Face au réchauffement climatique, il est possible d'utiliser les eaux usées en captant leur chaleur avant qu'elles ne finissent dans les égouts. 

📌 À Bordeaux, tout un quartier se chauffe de cette façon et Paris expérimente aussi ce dispositif.

https://t.co/YQyqOCAlcD",1.0,"    face réchauffement climatique possible utiliser eau user capter chaleur avant lui finir égout  

    bordeaux tout quartier chauffe ce façon pari expériment aussi dispositif 

"
2023-03-30 09:59:07+00:00,Obsvegetal,"➡️ Lutter efficacement contre le réchauffement climatique, chaque repas végétarien permettant d’économiser 1,5 kg équivalent CO2 en moyenne par rapport à un repas carné.

➡️ Diminuer le coût des repas, incontournable dans la lutte contre l’inflation dans les cantines.",1.0,"    lutter efficacement contre réchauffement climatique chaque repas végétarien permettre économiser       kilogramme équivaloir co moyenne rapport repa carner 

    diminuer coût repa incontournable lutte contre inflation cantine"
2023-03-30 09:58:27+00:00,VanEylenDidier,"@HugoPoliart Disons alors les logiques libérales: plus grande dette mondiale en temps de paix, réchauffement climatique, extinction massive des espèces et de la biomasse, économie portée à bouts de bras par les Etats qui font des ressources de l'Etat une machine à subventionner, des PIB",1.0,dison alors logique libérale plus grand dette mondial temps paix réchauffement climatique extinction massif espèce biomass économie portée bout bras etat faire ressource etat machine subventionner pib
2023-03-30 09:47:53+00:00,CDCH_et_Moi,"@lekzda Bonjour. CDC HABITAT est mobilisé depuis plus de dix ans sur les sujets liés au réchauffement climatique et au caractère durable de la construction et de la rénovation (amélioration et performance du patrimoine). 
+ D'info : https://t.co/JS9rnEHwPR
Bien à vous. Laurent-Hugo G.",1.0,"bonjour cdc habitat mobiliser depuis plus dix an sujet lier réchauffement climatique caractère durable construction rénovation amélioration performance patrimoine  
    info   
  bien laurent hugo"
2023-03-30 09:39:47+00:00,ZathrasX,"@Fabiensapiens @ChrisCouturier1 @bdumontAE @PabloPastos @fleroy1974 @hindououmar @pastoralisme @GermainTesniere @EleveursOvins @ConfPaysanne @CerpamPaca @i4animal @cassouman40 @valmasdel Disons qu’il y a un ensemble d’informations sélectionnées ou au conditionnel qui tendent à minimiser la contribution du pastoralisme au réchauffement climatique, ce qui me paraît quelque peu trompeur. Mais ça ne présage en rien le fait d’assumer et de garder cette contribution.",1.0,                dison ensembl information sélectionner conditionnel tendre minimiser contribution pastoralism réchauffement climatique paraît quelque peu trompeur cela présag rien faire assumer garder ce contribution
2023-03-30 09:38:42+00:00,LeontineCab,"« Notre maison brûle, et nous regardons ailleurs.
Nous ne pourrons pas dire que nous ne savions pas. »
#citation (courageuse mais inutile) de Jacques Chirac sur le réchauffement climatique en 2002 🔥
Archives #INA #shorts #ClimateEmergency 
Vidéo ►► https://t.co/n59voiH37Y https://t.co/VmdsWCxCLA",1.0,"    maison brûle regardon ailleurs 
  pourron dire savion   
   citation courageux inutile jacques chirac réchauffement climatique    
  archive ina short climateemergency 
  vidéo    "
2023-03-30 09:37:33+00:00,20minutesplanet,Réchauffement climatique : La fonte de l’Antarctique impacterait les océans « pendant des siècles » selon une étude https://t.co/KbHIRRu2PR via @20minutesplanet https://t.co/w6rvE8SgrF,1.0,réchauffement climatique      fonte antarctique impacter océan     pendant siècle      selon étude via
2023-03-30 09:37:18+00:00,Neko1548700,"un chameau dans les rues du Gard,  alors on y croit au réchauffement climatique",1.0,chameau rue gard     alors croire réchauffement climatique
2023-03-30 09:37:15+00:00,HakimaElHaite,"Le changement climatique affame, assoiffe, appauvri et tue. Selon le #GIEC, sans actions immédiates et à grande échelle, limiter le réchauffement en-deçà de 2°C sera hors de portée. #ParisAgreement c’est maintenant. #Cop28 est attendu avec espoir. https://t.co/qMZUX9F44z",1.0,changement climatique affam assoiffe appauvrir tue selon giec sans action immédiat grand échelle limiter réchauffement deçà     hors portée     parisagreement maintenant     cop attendre espoir
